28.06.1991;16,2370;;;;;
15.07.1991;16,6521;;;;;
16.07.1991;16,8782;;;;;
17.07.1991;16,7675;90731,3906;;;;
18.07.1991;16,5830;69275,0469;;;;
05.07.1994;20,2962;50672,3242;20,4116;20,2040;;
06.07.1994;20,2824;;20,4346;20,2501;;
07.07.1994;20,3101;35872,6250;20,3424;20,2501;;
04.09.2007;19,2400;12373,0000;19,2900;18,8100;18,9000;
05.09.2007;19,0500;13124,0000;19,5700;19,0400;19,3200;
